transaction_id,user_id,amount,status,bank,timestamp,device,retry_count,error_code
160,1032,3188,success,HDFC,07-01-2025 15:00,Android,1,none
161,1047,3969,success,ICICI,07-01-2025 16:00,Android,1,none
162,1502,122,success,HDFC,07-01-2025 17:00,Android,2,none
163,1406,4544,success,SBI,07-01-2025 18:00,Android,0,none
164,1573,4275,failed,ICICI,07-01-2025 19:00,Android,1,server_error
165,1727,3028,success,Axis,07-01-2025 20:00,Android,1,none
166,1804,4411,success,SBI,07-01-2025 21:00,iOS,2,none
167,1098,2035,failed,Axis,07-01-2025 22:00,Android,0,insufficient_balance
168,1683,842,failed,Axis,07-01-2025 23:00,iOS,2,timeout
169,1871,4309,success,Axis,08-01-2025 00:00,iOS,1,none
170,1725,144,success,SBI,08-01-2025 01:00,iOS,0,none
171,1986,1183,success,SBI,08-01-2025 02:00,Android,2,none
172,1546,4967,success,ICICI,08-01-2025 03:00,Android,1,none
173,1960,287,success,Axis,08-01-2025 04:00,Android,2,none
174,1738,2996,success,HDFC,08-01-2025 05:00,Android,2,none
175,1612,2580,success,ICICI,08-01-2025 06:00,Android,2,none
176,1942,2010,success,SBI,08-01-2025 07:00,Android,0,none
177,1461,1098,success,HDFC,08-01-2025 08:00,Android,1,none
178,1642,2579,success,SBI,08-01-2025 09:00,Android,1,none
179,1768,3014,success,HDFC,08-01-2025 10:00,Android,1,none
180,1004,1013,success,ICICI,08-01-2025 11:00,Android,1,none
181,1217,586,success,HDFC,08-01-2025 12:00,iOS,0,none
182,1502,4273,success,ICICI,08-01-2025 13:00,Android,2,none
183,1766,3729,success,SBI,08-01-2025 14:00,Android,1,none
184,1397,4237,failed,HDFC,08-01-2025 15:00,Android,0,timeout
185,1870,3774,success,Axis,08-01-2025 16:00,iOS,2,none
186,1794,592,success,Axis,08-01-2025 17:00,Android,0,none
187,1392,895,success,SBI,08-01-2025 18:00,Android,0,none
188,1206,3653,success,HDFC,08-01-2025 19:00,iOS,1,none
189,1014,3086,success,Axis,08-01-2025 20:00,Android,1,none
190,1857,2544,success,ICICI,08-01-2025 21:00,iOS,2,none
191,1553,4535,success,HDFC,08-01-2025 22:00,iOS,2,none
192,1891,2769,success,HDFC,08-01-2025 23:00,iOS,1,none
193,1460,1934,success,Axis,09-01-2025 00:00,iOS,0,none
194,1690,4188,success,ICICI,09-01-2025 01:00,Android,1,none
195,1574,4399,success,ICICI,09-01-2025 02:00,iOS,2,none
196,1863,3251,failed,ICICI,09-01-2025 03:00,iOS,0,timeout
197,1742,2760,success,HDFC,09-01-2025 04:00,Android,0,none
198,1240,2003,success,SBI,09-01-2025 05:00,Android,0,none
199,1563,4787,success,HDFC,09-01-2025 06:00,Android,1,none
200,1095,3900,success,HDFC,09-01-2025 07:00,iOS,1,none
201,1899,739,success,Axis,09-01-2025 08:00,Android,2,none
202,1733,2000,success,SBI,09-01-2025 09:00,iOS,0,none
203,1484,506,success,ICICI,09-01-2025 10:00,iOS,0,none
204,1406,2180,success,Axis,09-01-2025 11:00,Android,1,none
205,1230,4026,success,HDFC,09-01-2025 12:00,Android,2,none
206,1748,4294,success,SBI,09-01-2025 13:00,Android,2,none
207,1654,1229,success,ICICI,09-01-2025 14:00,Android,0,none
208,1170,4335,success,ICICI,09-01-2025 15:00,Android,1,none
209,1540,3615,success,HDFC,09-01-2025 16:00,Android,0,none
210,1035,932,success,ICICI,09-01-2025 17:00,iOS,1,none
211,1524,449,success,ICICI,09-01-2025 18:00,iOS,2,none
212,1159,658,success,SBI,09-01-2025 19:00,Android,0,none
213,1838,1688,success,Axis,09-01-2025 20:00,iOS,0,none
214,1698,2198,success,SBI,09-01-2025 21:00,iOS,0,none
215,1242,1432,failed,Axis,09-01-2025 22:00,iOS,2,server_error
216,1085,1453,success,Axis,09-01-2025 23:00,iOS,0,none
217,1795,869,success,Axis,10-01-2025 00:00,iOS,2,none
218,1577,3342,success,ICICI,10-01-2025 01:00,iOS,1,none
219,1681,869,success,SBI,10-01-2025 02:00,Android,2,none
220,1556,469,success,ICICI,10-01-2025 03:00,Android,1,none
221,1573,4269,success,HDFC,10-01-2025 04:00,Android,2,none
222,1952,4567,success,SBI,10-01-2025 05:00,iOS,2,none
223,1645,3352,success,Axis,10-01-2025 06:00,Android,0,none
224,1795,1558,success,ICICI,10-01-2025 07:00,Android,2,none
225,1027,817,success,ICICI,10-01-2025 08:00,Android,0,none
226,1619,2094,failed,SBI,10-01-2025 09:00,iOS,1,insufficient_balance
227,1555,2189,success,SBI,10-01-2025 10:00,Android,1,none
228,1339,3079,success,Axis,10-01-2025 11:00,iOS,0,none
229,1797,1599,success,Axis,10-01-2025 12:00,Android,1,none
230,1957,1814,success,HDFC,10-01-2025 13:00,Android,2,none
231,1330,2695,success,Axis,10-01-2025 14:00,Android,0,none
232,1639,3766,success,ICICI,10-01-2025 15:00,iOS,0,none
233,1505,4655,success,HDFC,10-01-2025 16:00,iOS,0,none
234,1347,4531,success,HDFC,10-01-2025 17:00,iOS,1,none
235,1472,2343,success,HDFC,10-01-2025 18:00,iOS,1,none
236,1230,4887,success,SBI,10-01-2025 19:00,iOS,2,none
237,1189,2758,success,Axis,10-01-2025 20:00,Android,2,none
238,1224,950,failed,HDFC,10-01-2025 21:00,Android,0,insufficient_balance
239,1384,3134,success,SBI,10-01-2025 22:00,iOS,2,none
240,1376,2059,success,SBI,10-01-2025 23:00,iOS,1,none
241,1282,291,success,HDFC,11-01-2025 00:00,Android,2,none
242,1957,2435,failed,HDFC,11-01-2025 01:00,iOS,1,server_error
243,1632,4318,success,ICICI,11-01-2025 02:00,Android,2,none
244,1627,721,success,HDFC,11-01-2025 03:00,iOS,1,none
245,1972,213,success,ICICI,11-01-2025 04:00,Android,1,none
246,1744,514,success,HDFC,11-01-2025 05:00,iOS,2,none
247,1258,3092,success,HDFC,11-01-2025 06:00,iOS,2,none
248,1358,4642,success,Axis,11-01-2025 07:00,Android,1,none
249,1709,4845,failed,HDFC,11-01-2025 08:00,Android,0,insufficient_balance
250,1455,2492,success,HDFC,11-01-2025 09:00,iOS,2,none
251,1410,4848,success,ICICI,11-01-2025 10:00,iOS,1,none
252,1648,2405,success,ICICI,11-01-2025 11:00,Android,2,none
253,1317,4328,success,Axis,11-01-2025 12:00,iOS,2,none
254,1676,4774,failed,HDFC,11-01-2025 13:00,Android,2,server_error
255,1224,2607,success,HDFC,11-01-2025 14:00,Android,2,none
256,1818,595,success,ICICI,11-01-2025 15:00,iOS,2,none
257,1233,4769,success,SBI,11-01-2025 16:00,Android,0,none
258,1683,3885,success,SBI,11-01-2025 17:00,Android,0,none
259,1663,643,success,SBI,11-01-2025 18:00,iOS,0,none
260,1974,4889,success,ICICI,11-01-2025 19:00,Android,1,none
261,1826,3854,success,ICICI,11-01-2025 20:00,Android,0,none
262,1373,1509,failed,SBI,11-01-2025 21:00,Android,0,timeout
263,1671,3543,success,SBI,11-01-2025 22:00,Android,1,none
264,1607,2651,failed,HDFC,11-01-2025 23:00,iOS,0,insufficient_balance
265,1471,2494,success,ICICI,12-01-2025 00:00,Android,2,none
266,1232,2722,success,ICICI,12-01-2025 01:00,iOS,0,none
267,1691,4250,success,SBI,12-01-2025 02:00,Android,0,none
268,1112,66,success,SBI,12-01-2025 03:00,iOS,0,none
269,1829,3241,success,Axis,12-01-2025 04:00,Android,2,none
270,1496,442,success,ICICI,12-01-2025 05:00,iOS,2,none
271,1441,474,success,Axis,12-01-2025 06:00,Android,2,none
272,1563,621,success,HDFC,12-01-2025 07:00,Android,2,none
273,1267,3681,success,Axis,12-01-2025 08:00,Android,1,none
274,1509,1170,success,SBI,12-01-2025 09:00,Android,2,none
275,1806,291,success,ICICI,12-01-2025 10:00,iOS,2,none
276,1385,3947,success,ICICI,12-01-2025 11:00,iOS,2,none
277,1386,4145,success,Axis,12-01-2025 12:00,Android,2,none
278,1112,2329,success,Axis,12-01-2025 13:00,iOS,1,none
279,1612,838,failed,HDFC,12-01-2025 14:00,Android,0,timeout
280,1624,764,success,HDFC,12-01-2025 15:00,Android,0,none
281,1951,4904,success,SBI,12-01-2025 16:00,iOS,2,none
282,1080,2899,success,SBI,12-01-2025 17:00,iOS,2,none
283,1698,825,success,SBI,12-01-2025 18:00,iOS,2,none
284,1112,4076,success,Axis,12-01-2025 19:00,Android,0,none
285,1001,2297,success,Axis,12-01-2025 20:00,Android,0,none
286,1641,128,failed,ICICI,12-01-2025 21:00,iOS,2,timeout
287,1219,3976,success,SBI,12-01-2025 22:00,Android,0,none
288,1565,905,success,Axis,12-01-2025 23:00,iOS,1,none
289,1854,2198,success,ICICI,13-01-2025 00:00,iOS,2,none
290,1996,1081,success,SBI,13-01-2025 01:00,iOS,2,none
291,1735,4990,success,HDFC,13-01-2025 02:00,iOS,1,none
292,1224,3321,success,HDFC,13-01-2025 03:00,iOS,1,none
293,1384,3626,success,Axis,13-01-2025 04:00,iOS,0,none
294,1402,4232,failed,ICICI,13-01-2025 05:00,Android,1,timeout
295,1637,3506,success,HDFC,13-01-2025 06:00,Android,2,none
296,1129,3556,success,ICICI,13-01-2025 07:00,iOS,0,none
297,1052,457,success,ICICI,13-01-2025 08:00,iOS,1,none
298,1683,2761,success,HDFC,13-01-2025 09:00,iOS,0,none
299,1729,3138,success,ICICI,13-01-2025 10:00,Android,0,none
300,1671,1718,success,HDFC,13-01-2025 11:00,iOS,0,none
301,1709,197,success,Axis,13-01-2025 12:00,iOS,0,none
302,1415,4377,success,SBI,13-01-2025 13:00,iOS,1,none
303,1246,3947,success,SBI,13-01-2025 14:00,Android,2,none
304,1835,2000,failed,Axis,13-01-2025 15:00,iOS,2,insufficient_balance
305,1438,415,success,HDFC,13-01-2025 16:00,Android,1,none
306,1202,1724,failed,HDFC,13-01-2025 17:00,Android,2,timeout
307,1183,4581,failed,HDFC,13-01-2025 18:00,iOS,0,server_error
308,1122,4544,success,HDFC,13-01-2025 19:00,Android,0,none
309,1400,2596,success,Axis,13-01-2025 20:00,Android,0,none
310,1766,612,success,SBI,13-01-2025 21:00,Android,1,none
311,1293,3612,success,ICICI,13-01-2025 22:00,iOS,0,none
312,1279,2539,success,ICICI,13-01-2025 23:00,Android,0,none
313,1836,822,success,SBI,14-01-2025 00:00,iOS,1,none
314,1883,2087,failed,Axis,14-01-2025 01:00,iOS,0,timeout
315,1609,3473,success,ICICI,14-01-2025 02:00,iOS,0,none
316,1197,2617,success,SBI,14-01-2025 03:00,Android,2,none
317,1981,1623,success,Axis,14-01-2025 04:00,iOS,1,none
318,1906,3744,failed,ICICI,14-01-2025 05:00,Android,0,server_error
319,1510,3341,success,HDFC,14-01-2025 06:00,Android,0,none
320,1751,1296,failed,HDFC,14-01-2025 07:00,Android,0,timeout
321,1143,3769,success,Axis,14-01-2025 08:00,Android,0,none
322,1608,3889,success,HDFC,14-01-2025 09:00,iOS,2,none
323,1200,409,success,Axis,14-01-2025 10:00,iOS,2,none
324,1123,2426,success,SBI,14-01-2025 11:00,Android,2,none
325,1186,3059,success,SBI,14-01-2025 12:00,iOS,2,none
326,1325,3043,success,ICICI,14-01-2025 13:00,iOS,1,none
327,1463,1012,success,Axis,14-01-2025 14:00,iOS,0,none
328,1348,3682,success,ICICI,14-01-2025 15:00,Android,2,none
329,1770,1877,success,ICICI,14-01-2025 16:00,iOS,0,none
330,1659,1663,failed,SBI,14-01-2025 17:00,Android,1,timeout
331,1763,1690,success,ICICI,14-01-2025 18:00,iOS,0,none
332,1954,2266,success,HDFC,14-01-2025 19:00,Android,0,none
333,1931,4362,success,ICICI,14-01-2025 20:00,Android,2,none
334,1402,427,success,Axis,14-01-2025 21:00,Android,2,none
335,1345,4264,success,HDFC,14-01-2025 22:00,iOS,1,none
336,1962,4335,success,SBI,14-01-2025 23:00,Android,0,none
337,1510,419,success,Axis,15-01-2025 00:00,iOS,2,none
338,1146,2246,success,HDFC,15-01-2025 01:00,Android,2,none
339,1147,3797,success,Axis,15-01-2025 02:00,iOS,2,none
340,1863,701,success,HDFC,15-01-2025 03:00,Android,1,none
341,1710,819,success,Axis,15-01-2025 04:00,iOS,0,none
342,1819,2471,success,Axis,15-01-2025 05:00,Android,2,none
343,1488,830,success,HDFC,15-01-2025 06:00,Android,0,none
344,1928,1766,success,SBI,15-01-2025 07:00,Android,1,none
345,1935,4033,success,SBI,15-01-2025 08:00,iOS,0,none
346,1639,1361,failed,Axis,15-01-2025 09:00,Android,2,server_error
347,1550,3409,success,Axis,15-01-2025 10:00,Android,0,none
348,1337,572,success,SBI,15-01-2025 11:00,Android,0,none
349,1871,571,success,SBI,15-01-2025 12:00,Android,1,none
350,1640,4928,success,ICICI,15-01-2025 13:00,iOS,1,none
351,1778,2370,success,SBI,15-01-2025 14:00,Android,0,none
352,1987,985,success,Axis,15-01-2025 15:00,Android,0,none
353,1952,2280,success,HDFC,15-01-2025 16:00,iOS,0,none
354,1472,4090,success,SBI,15-01-2025 17:00,iOS,1,none
355,1945,4633,success,ICICI,15-01-2025 18:00,iOS,1,none
356,1150,4991,success,ICICI,15-01-2025 19:00,Android,0,none
357,1414,3747,success,ICICI,15-01-2025 20:00,iOS,1,none
358,1989,2887,success,HDFC,15-01-2025 21:00,iOS,2,none
359,1297,4133,success,SBI,15-01-2025 22:00,iOS,1,none
360,1610,2511,success,SBI,15-01-2025 23:00,Android,1,none
361,1262,3293,success,SBI,16-01-2025 00:00,Android,1,none
362,1763,3409,success,HDFC,16-01-2025 01:00,Android,2,none
363,1143,735,success,HDFC,16-01-2025 02:00,iOS,2,none
364,1345,2210,success,Axis,16-01-2025 03:00,Android,2,none
365,1623,4038,success,ICICI,16-01-2025 04:00,iOS,0,none
366,1571,4116,success,ICICI,16-01-2025 05:00,iOS,0,none
367,1880,1617,success,SBI,16-01-2025 06:00,iOS,2,none
368,1001,88,success,HDFC,16-01-2025 07:00,Android,0,none
369,1896,2594,success,HDFC,16-01-2025 08:00,iOS,0,none
370,1303,4925,success,SBI,16-01-2025 09:00,iOS,0,none
371,1253,1306,success,SBI,16-01-2025 10:00,Android,2,none
372,1651,3040,success,Axis,16-01-2025 11:00,iOS,1,none
373,1452,2246,success,ICICI,16-01-2025 12:00,iOS,2,none
374,1036,3518,success,ICICI,16-01-2025 13:00,iOS,2,none
375,1159,2758,success,ICICI,16-01-2025 14:00,Android,0,none
376,1008,351,success,Axis,16-01-2025 15:00,iOS,0,none
377,1232,696,failed,SBI,16-01-2025 16:00,Android,1,timeout
378,1098,4808,success,SBI,16-01-2025 17:00,Android,1,none
379,1658,1809,failed,ICICI,16-01-2025 18:00,iOS,1,insufficient_balance
380,1815,4401,success,ICICI,16-01-2025 19:00,iOS,1,none
381,1207,647,success,Axis,16-01-2025 20:00,iOS,2,none
382,1130,711,success,HDFC,16-01-2025 21:00,iOS,1,none
383,1403,4380,success,HDFC,16-01-2025 22:00,Android,2,none
384,1151,1418,success,ICICI,16-01-2025 23:00,Android,0,none
385,1053,2631,success,Axis,17-01-2025 00:00,iOS,1,none
386,1119,3918,success,ICICI,17-01-2025 01:00,Android,0,none
387,1672,3587,failed,HDFC,17-01-2025 02:00,iOS,0,server_error
388,1919,4915,success,ICICI,17-01-2025 03:00,iOS,2,none
389,1627,4358,success,HDFC,17-01-2025 04:00,iOS,1,none
390,1586,4608,success,HDFC,17-01-2025 05:00,iOS,2,none
391,1624,332,success,HDFC,17-01-2025 06:00,Android,0,none
392,1967,3728,success,SBI,17-01-2025 07:00,Android,1,none
393,1419,1536,success,SBI,17-01-2025 08:00,iOS,0,none
394,1421,4132,success,ICICI,17-01-2025 09:00,iOS,0,none
395,1103,4233,success,HDFC,17-01-2025 10:00,Android,1,none
396,1851,510,success,SBI,17-01-2025 11:00,Android,1,none
397,1253,2375,failed,ICICI,17-01-2025 12:00,Android,1,insufficient_balance
398,1226,3804,success,ICICI,17-01-2025 13:00,iOS,2,none
399,1111,2518,failed,ICICI,17-01-2025 14:00,Android,2,insufficient_balance
400,1509,1774,success,ICICI,17-01-2025 15:00,iOS,0,none
401,1472,1426,success,ICICI,17-01-2025 16:00,iOS,1,none
402,1098,2793,success,Axis,17-01-2025 17:00,Android,0,none
403,1152,564,success,HDFC,17-01-2025 18:00,iOS,0,none
404,1860,752,success,ICICI,17-01-2025 19:00,Android,0,none
405,1913,1703,success,Axis,17-01-2025 20:00,iOS,0,none
406,1895,2116,success,HDFC,17-01-2025 21:00,iOS,0,none
407,1877,72,success,SBI,17-01-2025 22:00,iOS,1,none
408,1337,2510,success,ICICI,17-01-2025 23:00,iOS,2,none
409,1705,1354,success,Axis,18-01-2025 00:00,iOS,1,none
410,1821,3350,success,SBI,18-01-2025 01:00,iOS,1,none
411,1162,411,success,Axis,18-01-2025 02:00,Android,1,none
412,1719,3777,success,HDFC,18-01-2025 03:00,Android,2,none
413,1956,1334,success,HDFC,18-01-2025 04:00,iOS,2,none
414,1680,564,failed,SBI,18-01-2025 05:00,Android,2,server_error
415,1995,498,success,Axis,18-01-2025 06:00,iOS,1,none
416,1160,1905,success,ICICI,18-01-2025 07:00,Android,2,none
417,1579,3612,success,ICICI,18-01-2025 08:00,Android,0,none
418,1800,2570,success,SBI,18-01-2025 09:00,iOS,2,none
